index,text,possible_emotions
1122,i am feeling triumphant today,"['vexation', 'annoyance', 'horror', 'alarm', 'irritation', 'horror', 'sorrow', 'dejection', 'astound', 'joyfulness']"
1123,i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character,"['dejection', 'terror', 'crossness', 'triumph', 'exultation', 'joyfulness', 'regret', 'sorrow', 'dejection', 'intimacy']"
1124,im feeling sentimental or in need of reassurance,"['panic', 'delight', 'exultation', 'crossness', 'stagger', 'fondness', 'exultation', 'panic', 'terror', 'sorrow']"
1125,ive ever read that explains why i feel this way all the time and reassures me that im not just defective somehow,"['fondness', 'terror', 'terror', 'panic', 'attachment', 'warmth', 'annoyance', 'stun', 'stun', 'sorrow']"
1126,i come in contact on a regular basis and the sooner i can figure out how to be kind to them in all situations the sooner they will feel valued appreciated loved and the desire to learn how to pass that kindness on to others as i am learning to do,"['irritation', 'warmth', 'stagger', 'tenderness', 'stagger', 'dejection', 'sorrow', 'tenderness', 'dejection', 'joyfulness']"
1127,i tried adding in any other type of cheese and we re talking small quantities i was right back to feeling shitty,"['vexation', 'exultation', 'stagger', 'delight', 'exasperation', 'joyfulness', 'vexation', 'intimacy', 'vexation', 'depression']"
1128,i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,"['fondness', 'shock', 'tenderness', 'warmth', 'fright', 'alarm', 'terror', 'alarm', 'exasperation', 'joyfulness']"
1129,i don t know if it s mostly because he s forcing himself to be distracted or if he s feeling more determined or what but i think that though he s still hurting he is learning to cope with it kame takes a breath,"['sorrow', 'flabbergast', 'tenderness', 'sorrow', 'regret', 'panic', 'alarm', 'vexation', 'warmth', 'jubilation']"
1130,i help my daughter when she is feeling angry,"['sorrow', 'horror', 'dejection', 'intimacy', 'delight', 'terror', 'flabbergast', 'stagger', 'jubilation', 'annoyance']"
1131,i feel terrible when i hurt peoples feelings worse afterwards and i always hope never to do it again,"['exasperation', 'stun', 'warmth', 'tenderness', 'astound', 'alarm', 'shock', 'vexation', 'tenderness', 'regret']"
1132,i feel a little glamorous i wet the brush,"['unhappiness', 'crossness', 'astound', 'fright', 'vexation', 'depression', 'flabbergast', 'shock', 'shock', 'jubilation']"
1133,i just feel you so so dont be afraid and pray again i need you go back in time forgive my sins so so sloth,"['fondness', 'stun', 'intimacy', 'triumph', 'dejection', 'annoyance', 'annoyance', 'intimacy', 'unhappiness', 'fright']"
1134,i grew up feeling ugly and inadequate,"['attachment', 'fright', 'tenderness', 'stagger', 'intimacy', 'terror', 'shock', 'terror', 'fondness', 'regret']"
1135,i feel such a sense of accomplishment after being embarrassed by these clothes and prepared to either donate them to a charity or throw them out,"['jubilation', 'panic', 'fright', 'irritation', 'alarm', 'astound', 'alarm', 'horror', 'flabbergast', 'sorrow']"
1136,i don t think we re to that point yet and i foresee a lot of traffic between my bed and the crib until he is old enough to no longer feel that i am the only acceptable answer in the dark,"['flabbergast', 'flabbergast', 'stun', 'astound', 'dejection', 'intimacy', 'regret', 'sorrow', 'crossness', 'exultation']"
1137,i know that i feel awful when i ask my husband to watch audrey just long enough for me to take a shower,"['attachment', 'exasperation', 'stagger', 'joyfulness', 'tenderness', 'exasperation', 'stagger', 'tenderness', 'exultation', 'unhappiness']"
1138,i hate myself to feel so bothered by the word team the word badminton,"['warmth', 'alarm', 'exultation', 'delight', 'regret', 'dejection', 'sorrow', 'dejection', 'intimacy', 'irritation']"
1139,i could empathize with tab because of raging hormones and the connection feeling like someone else gets you thinks youre smart pretty worth attention,"['flabbergast', 'panic', 'dejection', 'panic', 'fright', 'regret', 'panic', 'fondness', 'attachment', 'delight']"
1140,i feel so totally invigorated that i completely forget what it s like to have a cold,"['intimacy', 'sorrow', 'stun', 'terror', 'vexation', 'exasperation', 'sorrow', 'astound', 'exasperation', 'jubilation']"
1141,i wont give you too much in case you feel greedy,"['joyfulness', 'joyfulness', 'attachment', 'stun', 'dejection', 'triumph', 'dejection', 'terror', 'depression', 'exasperation']"
1142,i tell you that i love you and my feelings are sincere my dear,"['flabbergast', 'depression', 'annoyance', 'stagger', 'sorrow', 'intimacy', 'stun', 'stagger', 'flabbergast', 'delight']"
1143,i feel the pain in my vein its oh so vain am i insane,"['stun', 'vexation', 'intimacy', 'alarm', 'exasperation', 'panic', 'exasperation', 'exultation', 'tenderness', 'dejection']"
1144,i feel that i worry too much and much on petty things like,"['fright', 'intimacy', 'unhappiness', 'joyfulness', 'dejection', 'terror', 'fright', 'flabbergast', 'depression', 'annoyance']"
1145,i wanted to thank them all for giving jordan and myself the chance to be together without any distraction and making us feel so welcomed and loved,"['regret', 'astound', 'fondness', 'regret', 'astound', 'panic', 'warmth', 'attachment', 'fondness', 'joyfulness']"
1146,i feel affirmed gracious sensuous and will have less self doubt when a href http generations,"['panic', 'annoyance', 'panic', 'exultation', 'fright', 'dejection', 'alarm', 'alarm', 'exasperation', 'intimacy']"
1147,i have spent of my waking hours enjoying the freedom of not owning a cellphone feeling smug about it in situations in which a phone would have been awfully convenient and fielding incredulous questions,"['dejection', 'dejection', 'attachment', 'crossness', 'unhappiness', 'unhappiness', 'attachment', 'shock', 'dejection', 'jubilation']"
1148,i don t like feeling like an eager schoolboy waiting around for hours just to touch the shining alumninium,"['vexation', 'astound', 'depression', 'depression', 'astound', 'attachment', 'terror', 'unhappiness', 'alarm', 'jubilation']"
1149,i feel so greedy so needy so helpless,"['fright', 'panic', 'tenderness', 'shock', 'astound', 'fright', 'stagger', 'stagger', 'triumph', 'annoyance']"
1150,when i heard the last regulation of the socialist govrenment concerning pensions,"['stagger', 'warmth', 'delight', 'horror', 'intimacy', 'delight', 'jubilation', 'attachment', 'shock', 'depression']"
1151,i feel so awful she said,"['annoyance', 'panic', 'terror', 'annoyance', 'warmth', 'panic', 'attachment', 'panic', 'tenderness', 'regret', 'unhappiness']"
1152,i have finally cast my studio show and it feels fab,"['sorrow', 'warmth', 'fondness', 'horror', 'panic', 'fondness', 'unhappiness', 'crossness', 'alarm', 'jubilation']"
1153,i feel extremely gloomy and confused,"['delight', 'alarm', 'triumph', 'fright', 'attachment', 'irritation', 'irritation', 'attachment', 'panic', 'unhappiness']"
1154,i feel that passionate about,"['exasperation', 'warmth', 'terror', 'tenderness', 'terror', 'stagger', 'panic', 'exasperation', 'alarm', 'exultation']"
1155,i feel worthless and pointless and i feel like everyones third wheel not even second,"['irritation', 'panic', 'terror', 'flabbergast', 'warmth', 'delight', 'attachment', 'attachment', 'stagger', 'unhappiness']"
1156,i felt this emotion when my name was announced on the radio that i had been selected to come to lilongwe school for health sciences to take a training course as a medical assistat,"['alarm', 'depression', 'terror', 'attachment', 'regret', 'irritation', 'shock', 'dejection', 'astound', 'triumph']"
1157,i was feeling superior to women who left their alcoholic husbands i was stronger and more godly and wasnt ever going to do that,"['irritation', 'dejection', 'annoyance', 'astound', 'panic', 'attachment', 'depression', 'fright', 'shock', 'exultation']"
1158,i really feel for the women who have to work with these obnoxious cretins,"['dejection', 'shock', 'alarm', 'unhappiness', 'astound', 'attachment', 'triumph', 'triumph', 'sorrow', 'crossness']"
1159,i didnt have to drink as much last time as people who get ultrasounds at weeks or before do but it was still enough that i was feeling distinctly eager for the toilet by the end,"['stun', 'attachment', 'panic', 'tenderness', 'intimacy', 'terror', 'attachment', 'stagger', 'fondness', 'exultation']"
1160,i feel it is perfectly acceptable to consume homemade chex party mix for breakfast during the holidays given the fact that it is mostly cereal,"['regret', 'intimacy', 'tenderness', 'depression', 'depression', 'panic', 'fright', 'astound', 'stagger', 'triumph']"
1161,i feel like they don t think it s sincere when it really is she told us exclusively,"['stagger', 'fright', 'horror', 'shock', 'irritation', 'irritation', 'stagger', 'depression', 'depression', 'triumph']"
1162,i would always have this song stuck in my head after a bombing or incident and then i would feel a bit weird about it because if you dont really pay attention to the lyrics it sounds like such a happy song not the type youre supposed to hum on difficult days,"['flabbergast', 'jubilation', 'annoyance', 'intimacy', 'stun', 'depression', 'regret', 'jubilation', 'depression', 'panic']"
1163,i feel my comments or opinion are sincere but some people get the wrong message,"['flabbergast', 'irritation', 'stagger', 'shock', 'attachment', 'attachment', 'shock', 'fondness', 'tenderness', 'triumph']"
1164,im sorry im feeling a little bitchy tacky looking women came in and sat next to me,"['delight', 'dejection', 'triumph', 'alarm', 'flabbergast', 'regret', 'regret', 'alarm', 'shock', 'exasperation']"
1165,i feel like charmed gave me the means to spend those few years when my sons were very young at home with them,"['astound', 'terror', 'annoyance', 'sorrow', 'sorrow', 'panic', 'dejection', 'astound', 'crossness', 'delight', 'exultation']"
1166,im really happy but i just feel exhausted,"['jubilation', 'exultation', 'exultation', 'intimacy', 'triumph', 'triumph', 'panic', 'intimacy', 'irritation', 'sorrow', 'sorrow']"
1167,i feel a kind of dull grief over it,"['astound', 'tenderness', 'triumph', 'exasperation', 'crossness', 'intimacy', 'irritation', 'alarm', 'tenderness', 'dejection']"
1168,i feel particularly uncomfortable with how much a driver is looking down on the phone i shout eyes on the prize,"['warmth', 'exasperation', 'tenderness', 'jubilation', 'depression', 'stun', 'vexation', 'tenderness', 'shock', 'panic']"
1169,ive left the orange scented mixture white but feel free to color it if you wish,"['fondness', 'crossness', 'irritation', 'irritation', 'intimacy', 'exasperation', 'depression', 'flabbergast', 'flabbergast', 'exultation']"
1170,i always appreciate them and please feel free to become a follower and come back and visit again soon,"['intimacy', 'astound', 'regret', 'depression', 'depression', 'annoyance', 'fondness', 'irritation', 'attachment', 'exultation', 'joyfulness']"
1171,i left feeling satisfied that donna knew what she was doing and i was in capable hands,"['fright', 'alarm', 'panic', 'depression', 'flabbergast', 'sorrow', 'tenderness', 'tenderness', 'flabbergast', 'joyfulness']"
1172,i started feeling uncomfortable around my straight male friends particularly after one of them drunkenly came on to me grabbing at my waist while he attempted to murmur sweet nothings in my ear at a party that same week,"['crossness', 'astound', 'irritation', 'stun', 'attachment', 'vexation', 'fondness', 'exasperation', 'delight', 'terror']"
1173,i feel uncomfortable here,"['irritation', 'shock', 'depression', 'annoyance', 'stagger', 'annoyance', 'regret', 'jubilation', 'annoyance', 'alarm']"
1174,i could have done more but i was feeling a pleasant tiredness and had a good sweat going so i stopped at that,"['alarm', 'dejection', 'warmth', 'fondness', 'tenderness', 'depression', 'tenderness', 'tenderness', 'terror', 'triumph']"
1175,i don t feel the least bit unwelcome in my party and my views are not uncommon,"['crossness', 'flabbergast', 'warmth', 'exasperation', 'irritation', 'annoyance', 'terror', 'exultation', 'shock', 'regret']"
